"","subplot_id","replicate","plot","subplot","timestamp","obs","ftime","ebal","photo","cond","ci","trmmol","vpdl","ctleaf","area","blc_1","stmrat","blcond","tair","tleaf","tblk","co2r","co2s","h2or","h2os","rh_r","rh_s","flow","pari","paro","press","csmch","hsmch","csmchsd","hsmchsd","crmchsd","hrmchsd","stablef","blcslope","blcoffst","f_parin","f_parout","alphak","status","species","sample","comments"
"1","A01E","A",1,"E",2018-08-02 15:09:39,1,175.5,0,2.22,0.0177,192,0.22,1.2,24.88,6,1.42,1,2.84,20.87,24.88,20.07,402.79,400.02,19.601,19.86,78.02,79.04,500.6,1999,0,98.54,-5.18,0.0655,0.0214,0.00919,0.0263,0.00643,1,-0.22,2.74,1,0,0.16,111115,"ACPE",1,"15:07:05 in NE #2784; "
"16","A01E","A",1,"E",2018-08-02 15:25:35,1,283,0,3.1,0.0394,267,0.425,1.05,24.06,6,1.42,1,2.84,20.83,24.06,20.06,403.76,399.84,19.344,19.843,77.18,79.18,500.3,2000,0,98.55,-5.18,0.0655,0.0214,0.00919,0.0263,0.00643,0.7,-0.22,2.74,1,0,0.16,111115,"ACPE",4,"15:21:08 near SE; "
"17","A01E","A",1,"E",2018-08-02 15:25:36,2,284,0,3.11,0.0397,267,0.427,1.05,24.05,6,1.42,1,2.84,20.83,24.05,20.06,403.77,399.83,19.342,19.844,77.18,79.18,500.3,2000,0,98.55,-5.18,0.0655,0.0214,0.00919,0.0263,0.00643,0.7,-0.22,2.74,1,0,0.16,111115,"ACPE",4,"15:21:08 near SE; "
"18","A01E","A",1,"E",2018-08-02 15:25:37,3,284.5,0,3.13,0.0397,267,0.427,1.05,24.04,6,1.42,1,2.84,20.83,24.04,20.06,403.79,399.83,19.342,19.844,77.18,79.18,500.3,2000,0,98.55,-5.18,0.0655,0.0214,0.00919,0.0263,0.00643,0.7,-0.22,2.74,1,0,0.16,111115,"ACPE",4,"15:21:08 near SE; "
"19","A01E","A",1,"E",2018-08-02 15:25:38,4,285.5,0,3.18,0.0397,264,0.426,1.05,24.04,6,1.42,1,2.84,20.83,24.04,20.06,403.84,399.82,19.343,19.844,77.18,79.17,500.3,1999,0,98.55,-5.18,0.0655,0.0214,0.00919,0.0263,0.00643,0.7,-0.22,2.74,1,0,0.16,111115,"ACPE",4,"15:21:08 near SE; "
"20","A01E","A",1,"E",2018-08-02 15:25:39,5,286.5,0,3.19,0.0396,263,0.424,1.04,24.02,6,1.42,1,2.84,20.83,24.02,20.06,403.83,399.8,19.344,19.843,77.19,79.18,500.3,2000,0,98.55,-5.18,0.0655,0.0214,0.00919,0.0263,0.00643,0.7,-0.22,2.74,1,0,0.16,111115,"ACPE",4,"15:21:08 near SE; "
"21","A01E","A",1,"E",2018-08-02 15:41:24,1,205,0,1.68,0.0218,270,0.246,1.1,23.85,6,1.42,1,2.84,20.74,23.85,20.06,402.06,399.93,18.718,19.007,75.09,76.26,500.3,2000,0,98.55,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",5,"15:38:24 in SW; 2. 15:38:31 #2835"
"22","A01E","A",1,"E",2018-08-02 15:41:25,2,206,0,1.66,0.0218,272,0.247,1.09,23.85,6,1.42,1,2.84,20.74,23.85,20.06,402.04,399.94,18.717,19.007,75.09,76.26,500.3,2000,0,98.55,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",5,"15:38:24 in SW; 2. 15:38:31 #2835"
"23","A01E","A",1,"E",2018-08-02 15:41:26,3,207,0,1.6,0.0218,275,0.246,1.09,23.85,6,1.42,1,2.84,20.74,23.85,20.06,401.97,399.93,18.717,19.007,75.09,76.25,500.2,2000,0,98.55,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",5,"15:38:24 in SW; 2. 15:38:31 #2835"
"24","A01E","A",1,"E",2018-08-02 15:41:27,4,207.5,0,1.64,0.0218,273,0.247,1.09,23.84,6,1.42,1,2.84,20.74,23.84,20.06,401.99,399.91,18.716,19.006,75.09,76.25,500.2,2000,0,98.55,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",5,"15:38:24 in SW; 2. 15:38:31 #2835"
"25","A01E","A",1,"E",2018-08-02 15:41:27,5,208.5,0,1.69,0.022,270,0.248,1.09,23.84,6,1.42,1,2.84,20.74,23.84,20.07,402.03,399.88,18.715,19.006,75.08,76.25,500.2,2000,0,98.55,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",5,"15:38:24 in SW; 2. 15:38:31 #2835"
"26","A01E","A",1,"E",2018-08-02 15:45:57,1,223.5,0,3.11,0.0504,294,0.52,1.01,23.47,6,1.42,1,2.84,20.73,23.47,20.06,403.79,399.82,18.569,19.18,74.56,77.01,500.4,1999,0,98.56,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",6,"15:42:34 in SW #2836; "
"27","A01E","A",1,"E",2018-08-02 15:45:58,2,224.5,0,3.17,0.0503,292,0.519,1.01,23.46,6,1.42,1,2.84,20.73,23.46,20.06,403.84,399.79,18.569,19.18,74.56,77.01,500.4,1999,0,98.56,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",6,"15:42:34 in SW #2836; "
"28","A01E","A",1,"E",2018-08-02 15:45:59,3,225.5,0,3.19,0.0502,291,0.517,1.01,23.46,6,1.42,1,2.84,20.73,23.46,20.07,403.9,399.83,18.57,19.178,74.56,77,500.3,1999,0,98.56,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",6,"15:42:34 in SW #2836; "
"29","A01E","A",1,"E",2018-08-02 15:45:59,4,226,0,3.17,0.0502,292,0.517,1.01,23.45,6,1.42,1,2.84,20.73,23.45,20.07,403.89,399.84,18.57,19.178,74.56,77,500.3,1999,0,98.56,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",6,"15:42:34 in SW #2836; "
"30","A01E","A",1,"E",2018-08-02 15:46:00,5,227,0,3.15,0.0504,292,0.518,1.01,23.45,6,1.42,1,2.84,20.73,23.45,20.07,403.86,399.84,18.569,19.179,74.56,77.01,500.3,1999,0,98.56,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",6,"15:42:34 in SW #2836; "
"31","A01E","A",1,"E",2018-08-02 15:50:12,1,224,0,0.897,0.00963,244,0.119,1.19,24.18,6,1.42,1,2.84,20.72,24.18,20.07,401.11,399.98,18.477,18.617,74.22,74.79,500.3,2000,0,98.56,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",7,"15:46:48 in SW #2838; "
"32","A01E","A",1,"E",2018-08-02 15:50:12,2,225,0,0.91,0.00978,244,0.121,1.19,24.18,6,1.42,1,2.84,20.72,24.18,20.07,401.13,399.98,18.475,18.618,74.22,74.79,500.3,2000,0,98.56,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",7,"15:46:48 in SW #2838; "
"33","A01E","A",1,"E",2018-08-02 15:50:13,3,226,0,0.886,0.00949,244,0.117,1.19,24.18,6,1.42,1,2.84,20.72,24.18,20.07,401.08,399.96,18.478,18.615,74.22,74.78,500.3,2000,0,98.56,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",7,"15:46:48 in SW #2838; "
"34","A01E","A",1,"E",2018-08-02 15:50:14,4,226.5,0,0.842,0.00946,251,0.117,1.19,24.17,6,1.42,1,2.84,20.72,24.17,20.07,401.05,399.99,18.477,18.615,74.22,74.77,500.4,2000,0,98.56,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",7,"15:46:48 in SW #2838; "
"35","A01E","A",1,"E",2018-08-02 15:50:15,5,227.5,0,0.78,0.00929,259,0.115,1.19,24.16,6,1.42,1,2.84,20.72,24.16,20.07,400.98,399.99,18.478,18.613,74.22,74.77,500.4,2000,0,98.56,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",7,"15:46:48 in SW #2838; "
"36","A01E","A",1,"E",2018-08-02 15:55:19,1,225,0,1.09,0.0168,290,0.199,1.14,23.91,6,1.42,1,2.84,20.7,23.91,20.07,401.27,399.87,18.387,18.621,73.96,74.9,500.3,1999,0,98.56,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",8,"15:51:46 in NW; "
"37","A01E","A",1,"E",2018-08-02 15:55:20,2,226,0,1.11,0.0169,287,0.2,1.15,23.92,6,1.42,1,2.84,20.7,23.92,20.07,401.31,399.88,18.386,18.621,73.95,74.9,500.4,1999,0,98.57,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",8,"15:51:46 in NW; "
"38","A01E","A",1,"E",2018-08-02 15:55:21,3,226.5,0,1.12,0.0169,287,0.2,1.15,23.93,6,1.42,1,2.84,20.7,23.93,20.07,401.3,399.87,18.386,18.621,73.95,74.9,500.4,1999,0,98.57,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",8,"15:51:46 in NW; "
"39","A01E","A",1,"E",2018-08-02 15:55:21,4,227.5,0,1.1,0.0165,286,0.196,1.15,23.94,6,1.42,1,2.84,20.7,23.94,20.07,401.28,399.86,18.389,18.619,73.97,74.89,500.4,1999,0,98.57,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",8,"15:51:46 in NW; "
"40","A01E","A",1,"E",2018-08-02 15:55:22,5,228,0,1.1,0.0164,286,0.194,1.15,23.94,6,1.42,1,2.84,20.7,23.94,20.07,401.27,399.86,18.389,18.618,73.97,74.89,500.4,1999,0,98.57,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",8,"15:51:46 in NW; "
"41","A01E","A",1,"E",2018-08-02 15:59:27,1,168.5,0,1.25,0.0156,265,0.183,1.14,23.81,6,1.42,1,2.84,20.73,23.81,20.07,401.49,399.9,18.299,18.515,73.49,74.36,500.4,2000,0,98.56,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",9,"15:56:51 in NW; "
"42","A01E","A",1,"E",2018-08-02 15:59:28,2,169.5,0,1.22,0.0155,267,0.183,1.14,23.82,6,1.42,1,2.84,20.73,23.82,20.07,401.45,399.9,18.3,18.515,73.49,74.35,500.4,2000,0,98.56,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",9,"15:56:51 in NW; "
"43","A01E","A",1,"E",2018-08-02 15:59:29,3,170.5,0,1.22,0.0155,268,0.183,1.14,23.83,6,1.42,1,2.84,20.73,23.83,20.07,401.44,399.9,18.3,18.515,73.49,74.36,500.4,2000,0,98.56,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",9,"15:56:51 in NW; "
"44","A01E","A",1,"E",2018-08-02 15:59:29,4,171,0,1.17,0.0154,272,0.182,1.14,23.83,6,1.42,1,2.84,20.73,23.83,20.07,401.42,399.93,18.302,18.516,73.5,74.36,500.4,2000,0,98.56,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",9,"15:56:51 in NW; "
"45","A01E","A",1,"E",2018-08-02 15:59:30,5,172,0,1.16,0.0154,272,0.181,1.14,23.83,6,1.42,1,2.84,20.73,23.83,20.07,401.41,399.93,18.303,18.516,73.51,74.36,500.4,2000,0,98.56,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",9,"15:56:51 in NW; "
"46","A01E","A",1,"E",2018-08-02 16:03:08,1,180,0,1.23,0.0127,239,0.159,1.21,24.15,6,1.42,1,2.84,20.73,24.15,20.07,401.51,399.97,18.229,18.417,73.21,73.96,500.4,1999,0,98.56,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",10,"16:00:30 near NW; "
"47","A01E","A",1,"E",2018-08-02 16:03:09,2,180.5,0,1.22,0.0127,239,0.159,1.21,24.15,6,1.42,1,2.84,20.73,24.15,20.07,401.54,399.99,18.228,18.416,73.21,73.96,500.3,1999,0,98.56,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",10,"16:00:30 near NW; "
"48","A01E","A",1,"E",2018-08-02 16:03:09,3,181,0,1.19,0.0128,244,0.16,1.21,24.15,6,1.42,1,2.84,20.73,24.15,20.07,401.51,400.01,18.228,18.416,73.2,73.96,500.3,1999,0,98.56,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",10,"16:00:30 near NW; "
"49","A01E","A",1,"E",2018-08-02 16:03:10,4,181.5,0,1.17,0.0129,248,0.161,1.21,24.15,6,1.42,1,2.84,20.73,24.15,20.07,401.49,400.01,18.227,18.417,73.2,73.96,500.2,1999,0,98.56,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",10,"16:00:30 near NW; "
"50","A01E","A",1,"E",2018-08-02 16:03:10,5,182.5,0,1.18,0.0127,244,0.158,1.21,24.15,6,1.42,1,2.84,20.72,24.15,20.07,401.47,399.98,18.228,18.414,73.21,73.96,500.2,1999,0,98.56,-4.28,0.0441,0.1,0.00419,0.112,0.00511,1,-0.22,2.74,1,0,0.16,111115,"ACPE",10,"16:00:30 near NW; "
"51","A01E","A",1,"E",2018-08-02 15:30:29,1,238.5,0,2.48,0.027,246,0.328,1.18,24.61,6,1.42,1,2.84,20.8,24.61,20.07,403.33,400.2,19.163,19.549,76.6,78.14,500.3,1999,0,98.55,-5.18,0.0655,0.0214,0.00919,0.0263,0.00643,1,-0.22,2.74,1,0,0.16,111115,"FAGR",1,"15:27:00 near SE; "
"52","A01E","A",1,"E",2018-08-02 15:30:30,2,239.5,0,2.49,0.0273,247,0.332,1.18,24.6,6,1.42,1,2.84,20.8,24.6,20.07,403.34,400.2,19.159,19.55,76.58,78.14,500.4,1999,0,98.55,-5.18,0.0655,0.0214,0.00919,0.0263,0.00643,1,-0.22,2.74,1,0,0.16,111115,"FAGR",1,"15:27:00 near SE; "
"53","A01E","A",1,"E",2018-08-02 15:30:31,3,240.5,0,2.48,0.0271,246,0.329,1.18,24.6,6,1.42,1,2.84,20.8,24.6,20.07,403.36,400.22,19.162,19.549,76.59,78.14,500.4,1999,0,98.55,-5.18,0.0655,0.0214,0.00919,0.0263,0.00643,1,-0.22,2.74,1,0,0.16,111115,"FAGR",1,"15:27:00 near SE; "
"54","A01E","A",1,"E",2018-08-02 15:30:32,4,241,0,2.48,0.0272,247,0.331,1.18,24.6,6,1.42,1,2.84,20.8,24.6,20.07,403.36,400.23,19.16,19.549,76.59,78.14,500.4,1999,0,98.55,-5.18,0.0655,0.0214,0.00919,0.0263,0.00643,1,-0.22,2.74,1,0,0.16,111115,"FAGR",1,"15:27:00 near SE; "
"55","A01E","A",1,"E",2018-08-02 15:30:33,5,242,0,2.54,0.0273,244,0.332,1.18,24.6,6,1.42,1,2.84,20.8,24.6,20.07,403.4,400.2,19.159,19.549,76.58,78.14,500.4,1999,0,98.55,-5.18,0.0655,0.0214,0.00919,0.0263,0.00643,1,-0.22,2.74,1,0,0.16,111115,"FAGR",1,"15:27:00 near SE; "
"56","A01E","A",1,"E",2018-08-02 15:35:53,1,269.5,0,3.84,0.0455,258,0.464,0.995,23.56,6,1.42,1,2.84,20.76,23.56,20.06,404.86,400.03,18.947,19.492,75.9,78.09,500.3,2000,0,98.55,-5.18,0.0655,0.0214,0.00919,0.0263,0.00643,1,-0.22,2.74,1,0,0.16,111115,"FAGR",2,"15:31:37 near SE; "
"57","A01E","A",1,"E",2018-08-02 15:35:54,2,270.5,0,3.84,0.0457,258,0.466,0.996,23.56,6,1.42,1,2.84,20.77,23.56,20.06,404.84,400.02,18.945,19.493,75.89,78.09,500.3,1999,0,98.55,-5.18,0.0655,0.0214,0.00919,0.0263,0.00643,1,-0.22,2.74,1,0,0.16,111115,"FAGR",2,"15:31:37 near SE; "
"58","A01E","A",1,"E",2018-08-02 15:35:55,3,271.5,0,3.89,0.0458,257,0.467,0.996,23.56,6,1.42,1,2.84,20.77,23.56,20.06,404.88,399.99,18.943,19.493,75.88,78.09,500.3,1999,0,98.55,-5.18,0.0655,0.0214,0.00919,0.0263,0.00643,1,-0.22,2.74,1,0,0.16,111115,"FAGR",2,"15:31:37 near SE; "
"59","A01E","A",1,"E",2018-08-02 15:35:56,4,272.5,0,3.9,0.0458,256,0.467,0.996,23.56,6,1.42,1,2.84,20.76,23.56,20.06,404.88,399.97,18.943,19.492,75.89,78.08,500.3,1999,0,98.55,-5.18,0.0655,0.0214,0.00919,0.0263,0.00643,1,-0.22,2.74,1,0,0.16,111115,"FAGR",2,"15:31:37 near SE; "
"60","A01E","A",1,"E",2018-08-02 15:35:57,5,273.5,0,3.84,0.0459,259,0.468,0.996,23.56,6,1.42,1,2.84,20.76,23.56,20.06,404.83,400,18.942,19.492,75.88,78.08,500.4,1999,0,98.55,-5.18,0.0655,0.0214,0.00919,0.0263,0.00643,1,-0.22,2.74,1,0,0.16,111115,"FAGR",2,"15:31:37 near SE; "
"61","A01W","A",1,"W",2018-08-02 14:47:02,1,239,0,5.07,0.0544,243,0.557,1,25.26,6,1.42,1,2.84,20.94,25.26,20.06,406.35,400,21.964,22.617,87.03,89.62,500.3,1999,0,98.52,-4.44,-0.00467,0.0274,0.00296,0.0259,0.00158,1,-0.22,2.74,1,0,0.16,111115,"ACPE",1,"14:43:23 near SW; "
"62","A01W","A",1,"W",2018-08-02 14:47:03,2,240,0,5.07,0.0546,244,0.56,1,25.26,6,1.42,1,2.84,20.94,25.26,20.06,406.34,399.99,21.963,22.619,87.03,89.63,500.3,1999,0,98.52,-4.44,-0.00467,0.0274,0.00296,0.0259,0.00158,1,-0.22,2.74,1,0,0.16,111115,"ACPE",1,"14:43:23 near SW; "
"63","A01W","A",1,"W",2018-08-02 14:47:04,3,241,0,5.04,0.0547,245,0.56,1,25.26,6,1.42,1,2.84,20.94,25.26,20.06,406.31,399.99,21.964,22.621,87.04,89.64,500.4,1999,0,98.52,-4.44,-0.00467,0.0274,0.00296,0.0259,0.00158,1,-0.22,2.74,1,0,0.16,111115,"ACPE",1,"14:43:23 near SW; "
"64","A01W","A",1,"W",2018-08-02 14:47:05,4,241.5,0,5.05,0.0548,245,0.561,1,25.25,6,1.42,1,2.84,20.94,25.25,20.06,406.33,400.01,21.966,22.623,87.04,89.65,500.4,1999,0,98.51,-4.44,-0.00467,0.0274,0.00296,0.0259,0.00158,1,-0.22,2.74,1,0,0.16,111115,"ACPE",1,"14:43:23 near SW; "
"65","A01W","A",1,"W",2018-08-02 14:47:06,5,242.5,0,5.06,0.0549,245,0.561,0.998,25.25,6,1.42,1,2.84,20.94,25.25,20.06,406.34,400.01,21.965,22.623,87.04,89.64,500.3,1999,0,98.51,-4.44,-0.00467,0.0274,0.00296,0.0259,0.00158,1,-0.22,2.74,1,0,0.16,111115,"ACPE",1,"14:43:23 near SW; "
"66","A01W","A",1,"W",2018-08-02 15:02:33,1,308.5,0,2.57,0.0303,256,0.415,1.33,25.76,6,1.42,1,2.84,20.82,25.76,20.06,403.35,400.07,19.787,20.275,78.97,80.92,500.3,2000,0,98.52,-4.44,0.0467,0.0209,0.00744,0.0253,0.00789,1,-0.22,2.74,1,0,0.16,111115,"ACPE",2,"14:57:47 in NW; "
"67","A01W","A",1,"W",2018-08-02 15:02:34,2,309.5,0,2.55,0.0302,257,0.416,1.33,25.77,6,1.42,1,2.84,20.82,25.77,20.06,403.34,400.08,19.787,20.275,78.97,80.92,500.3,2000,0,98.52,-4.44,0.0467,0.0209,0.00744,0.0253,0.00789,1,-0.22,2.74,1,0,0.16,111115,"ACPE",2,"14:57:47 in NW; "
"68","A01W","A",1,"W",2018-08-02 15:02:35,3,310.5,0,2.55,0.0303,257,0.416,1.33,25.78,6,1.42,1,2.84,20.82,25.78,20.06,403.32,400.07,19.788,20.277,78.98,80.93,500.3,2000,0,98.52,-4.44,0.0467,0.0209,0.00744,0.0253,0.00789,1,-0.22,2.74,1,0,0.16,111115,"ACPE",2,"14:57:47 in NW; "
"69","A01W","A",1,"W",2018-08-02 15:02:36,4,311,0,2.55,0.0304,257,0.418,1.33,25.78,6,1.42,1,2.84,20.82,25.78,20.06,403.32,400.06,19.787,20.277,78.97,80.93,500.3,2000,0,98.52,-4.44,0.0467,0.0209,0.00744,0.0253,0.00789,1,-0.22,2.74,1,0,0.16,111115,"ACPE",2,"14:57:47 in NW; "
