"","subplot_id","replicate","plot","subplot","date","species","index","index_value"
"67","DO1E","D",1,"E",2018-07-22,"ACRU","Ctr2",0.1564074
"68","DO1E","D",1,"E",2018-07-22,"ACRU","G",2.900429
"69","DO1E","D",1,"E",2018-07-22,"ACRU","GM1",3.988836
"70","DO1E","D",1,"E",2018-07-22,"ACRU","GM2",3.915504
"71","DO1E","D",1,"E",2018-07-22,"ACRU","Lic1",0.8437316
"72","DO1E","D",1,"E",2018-07-22,"ACRU","Lic2",1.264164
"73","DO1E","D",1,"E",2018-07-22,"ACRU","NDVI",0.8437316
"74","DO1E","D",1,"E",2018-07-22,"ACRU","NPCI",-0.2287406
"75","DO1E","D",1,"E",2018-07-22,"ACRU","NPQI",0.07052073
"76","DO1E","D",1,"E",2018-07-22,"ACRU","SRPI",1.593161
"77","DO1E","D",1,"E",2018-07-22,"ACRU","TCARI",40.61091
"78","DO1E","D",1,"E",2018-07-22,"ACRU","TVI",4989.288
"79","DO1E","D",1,"E",2018-07-22,"ACRU","ZMI",2.101318
"80","DO1E","D",1,"E",2018-07-22,"ACRU","MRESRI",7.456183
"81","DO1E","D",1,"E",2018-07-22,"ACRU","RENDVI",0.4618936
"82","DO1E","D",1,"E",2018-07-22,"ACRU","VREI1",1.394138
"83","DO1E","D",1,"E",2018-07-22,"ACRU","VREI2",-0.06984555
"84","DO1E","D",1,"E",2018-07-22,"ACRU","VREI3",-0.07565565
"85","DO1E","D",1,"E",2018-07-22,"ACRU","PRI",0.05703226
"86","DO1E","D",1,"E",2018-07-22,"ACRU","PSRI",-0.007408735
"87","DO1E","D",1,"E",2018-07-22,"ACRU","WBI",0.9379038
"88","DO1E","D",1,"E",2018-07-22,"ACRU","ARI1",-0.000990595
"89","DO1E","D",1,"E",2018-07-22,"ACRU","ARI2",-0.08275373
"90","DO1E","D",1,"E",2018-07-22,"ACRU","CRI1",0.0552036
"91","DO1E","D",1,"E",2018-07-22,"ACRU","CRI2",0.05421301
"92","DO1E","D",1,"E",2018-07-22,"ACRU","SIPI",0.8003481
"93","DO1E","D",1,"E",2018-07-22,"ACRU","FRI",-1.181141
"94","DO1E","D",1,"E",2018-07-22,"ACRU","CNDVI",0.5021393
"95","DO1E","D",1,"E",2018-07-22,"ACRU","Ctr1",0.9929542
"96","DO1E","D",1,"E",2018-07-22,"ACRU","Ctr2",0.1475471
"97","DO1E","D",1,"E",2018-07-22,"ACRU","G",2.744776
"98","DO1E","D",1,"E",2018-07-22,"ACRU","GM1",4.239827
"99","DO1E","D",1,"E",2018-07-22,"ACRU","GM2",4.319002
"100","DO1E","D",1,"E",2018-07-22,"ACRU","Lic1",0.8457421
"101","DO1E","D",1,"E",2018-07-22,"ACRU","Lic2",1.292124
"102","DO1E","D",1,"E",2018-07-22,"ACRU","NDVI",0.8457421
"103","DO1E","D",1,"E",2018-07-22,"ACRU","NPCI",-0.2452009
"104","DO1E","D",1,"E",2018-07-22,"ACRU","NPQI",0.06491361
"105","DO1E","D",1,"E",2018-07-22,"ACRU","SRPI",1.649712
"106","DO1E","D",1,"E",2018-07-22,"ACRU","TCARI",35.18505
"107","DO1E","D",1,"E",2018-07-22,"ACRU","TVI",4853.564
"108","DO1E","D",1,"E",2018-07-22,"ACRU","ZMI",2.312496
"109","DO1E","D",1,"E",2018-07-22,"ACRU","MRESRI",6.855307
"110","DO1E","D",1,"E",2018-07-22,"ACRU","RENDVI",0.5021393
"111","DO1E","D",1,"E",2018-07-22,"ACRU","VREI1",1.470542
"112","DO1E","D",1,"E",2018-07-22,"ACRU","VREI2",-0.08850278
"113","DO1E","D",1,"E",2018-07-22,"ACRU","VREI3",-0.09694006
"114","DO1E","D",1,"E",2018-07-22,"ACRU","PRI",0.0552083
"115","DO1E","D",1,"E",2018-07-22,"ACRU","PSRI",-0.01321047
"116","DO1E","D",1,"E",2018-07-22,"ACRU","WBI",0.9412426
"117","DO1E","D",1,"E",2018-07-22,"ACRU","ARI1",-0.000284504
"118","DO1E","D",1,"E",2018-07-22,"ACRU","ARI2",-0.02427555
"119","DO1E","D",1,"E",2018-07-22,"ACRU","CRI1",0.0580314
"120","DO1E","D",1,"E",2018-07-22,"ACRU","CRI2",0.0577469
"121","DO1E","D",1,"E",2018-07-22,"ACRU","SIPI",0.7955614
"122","DO1E","D",1,"E",2018-07-22,"ACRU","FRI",-1.572535
"123","DO1E","D",1,"E",2018-07-22,"ACRU","CNDVI",0.5102671
"124","DO1E","D",1,"E",2018-07-22,"ACRU","Ctr1",0.9260477
"125","DO1E","D",1,"E",2018-07-22,"ACRU","Ctr2",0.1411057
"126","DO1E","D",1,"E",2018-07-22,"ACRU","G",2.470209
"127","DO1E","D",1,"E",2018-07-22,"ACRU","GM1",4.46865
"128","DO1E","D",1,"E",2018-07-22,"ACRU","GM2",4.491742
"129","DO1E","D",1,"E",2018-07-22,"ACRU","Lic1",0.839386
"130","DO1E","D",1,"E",2018-07-22,"ACRU","Lic2",1.334608
"131","DO1E","D",1,"E",2018-07-22,"ACRU","NDVI",0.839386
"132","DO1E","D",1,"E",2018-07-22,"ACRU","NPCI",-0.234221
"133","DO1E","D",1,"E",2018-07-22,"ACRU","NPQI",0.07762224
"134","DO1E","D",1,"E",2018-07-22,"ACRU","SRPI",1.61172
"135","DO1E","D",1,"E",2018-07-22,"ACRU","TCARI",32.21246
"136","DO1E","D",1,"E",2018-07-22,"ACRU","TVI",4858.741
"137","DO1E","D",1,"E",2018-07-22,"ACRU","ZMI",2.35274
"138","DO1E","D",1,"E",2018-07-22,"ACRU","MRESRI",6.768045
"139","DO1E","D",1,"E",2018-07-22,"ACRU","RENDVI",0.5102671
"140","DO1E","D",1,"E",2018-07-22,"ACRU","VREI1",1.476601
"141","DO1E","D",1,"E",2018-07-22,"ACRU","VREI2",-0.08928124
"142","DO1E","D",1,"E",2018-07-22,"ACRU","VREI3",-0.09808752
"143","DO1E","D",1,"E",2018-07-22,"ACRU","PRI",0.04468371
"144","DO1E","D",1,"E",2018-07-22,"ACRU","PSRI",-0.007032086
"145","DO1E","D",1,"E",2018-07-22,"ACRU","WBI",0.9340015
"146","DO1E","D",1,"E",2018-07-22,"ACRU","ARI1",-0.001462808
"147","DO1E","D",1,"E",2018-07-22,"ACRU","ARI2",-0.1263091
"148","DO1E","D",1,"E",2018-07-22,"ACRU","CRI1",0.04865499
"149","DO1E","D",1,"E",2018-07-22,"ACRU","CRI2",0.04719219
"150","DO1E","D",1,"E",2018-07-22,"ACRU","SIPI",0.7890417
"151","DO1E","D",1,"E",2018-07-22,"ACRU","FRI",-1.266259
"152","DO1E","D",1,"E",2018-07-22,"ACRU","CNDVI",0.4970773
"153","DO1E","D",1,"E",2018-07-22,"ACRU","Ctr1",0.9649354
"154","DO1E","D",1,"E",2018-07-22,"ACRU","Ctr2",0.1535518
"155","DO1E","D",1,"E",2018-07-22,"ACRU","G",2.477904
"156","DO1E","D",1,"E",2018-07-22,"ACRU","GM1",4.138381
"157","DO1E","D",1,"E",2018-07-22,"ACRU","GM2",4.258809
"158","DO1E","D",1,"E",2018-07-22,"ACRU","Lic1",0.8284909
"159","DO1E","D",1,"E",2018-07-22,"ACRU","Lic2",1.273206
"160","DO1E","D",1,"E",2018-07-22,"ACRU","NDVI",0.8284909
"161","DO1E","D",1,"E",2018-07-22,"ACRU","NPCI",-0.2095326
"162","DO1E","D",1,"E",2018-07-22,"ACRU","NPQI",0.06876364
"163","DO1E","D",1,"E",2018-07-22,"ACRU","SRPI",1.530149
"164","DO1E","D",1,"E",2018-07-22,"ACRU","TCARI",34.71738
"165","DO1E","D",1,"E",2018-07-22,"ACRU","TVI",4932.383
"166","DO1E","D",1,"E",2018-07-22,"ACRU","ZMI",2.288328
"167","DO1E","D",1,"E",2018-07-22,"ACRU","MRESRI",7.167577
"168","DO1E","D",1,"E",2018-07-22,"ACRU","RENDVI",0.4970773
"169","DO1E","D",1,"E",2018-07-22,"ACRU","VREI1",1.461161
"170","DO1E","D",1,"E",2018-07-22,"ACRU","VREI2",-0.0863616
"171","DO1E","D",1,"E",2018-07-22,"ACRU","VREI3",-0.09434694
"172","DO1E","D",1,"E",2018-07-22,"ACRU","PRI",0.05095636
"173","DO1E","D",1,"E",2018-07-22,"ACRU","PSRI",-0.01062749
"174","DO1E","D",1,"E",2018-07-22,"ACRU","WBI",0.9406387
"175","DO1E","D",1,"E",2018-07-22,"ACRU","ARI1",0.000927707
"176","DO1E","D",1,"E",2018-07-22,"ACRU","ARI2",0.07362503
"177","DO1E","D",1,"E",2018-07-22,"ACRU","CRI1",0.07039381
"178","DO1E","D",1,"E",2018-07-22,"ACRU","CRI2",0.07132152
"179","DO1E","D",1,"E",2018-07-22,"ACRU","SIPI",0.8490891
"180","DO1E","D",1,"E",2018-07-22,"ACRU","FRI",-0.4757102
"181","DO1E","D",1,"E",2018-07-22,"ACRU","CNDVI",0.5161719
"182","DO1E","D",1,"E",2018-07-22,"ACRU","Ctr1",1.496573
"183","DO1E","D",1,"E",2018-07-22,"ACRU","Ctr2",0.1334112
"184","DO1E","D",1,"E",2018-07-22,"ACRU","G",2.666339
"185","DO1E","D",1,"E",2018-07-22,"ACRU","GM1",4.692136
"186","DO1E","D",1,"E",2018-07-22,"ACRU","GM2",4.620905
"187","DO1E","D",1,"E",2018-07-22,"ACRU","Lic1",0.8540159
"188","DO1E","D",1,"E",2018-07-22,"ACRU","Lic2",0.8999587
"189","DO1E","D",1,"E",2018-07-22,"ACRU","NDVI",0.8540159
"190","DO1E","D",1,"E",2018-07-22,"ACRU","NPCI",-0.04479699
"191","DO1E","D",1,"E",2018-07-22,"ACRU","NPQI",0.04683133
"192","DO1E","D",1,"E",2018-07-22,"ACRU","SRPI",1.093796
"193","DO1E","D",1,"E",2018-07-22,"ACRU","TCARI",31.28419
"194","DO1E","D",1,"E",2018-07-22,"ACRU","TVI",4656.467
"195","DO1E","D",1,"E",2018-07-22,"ACRU","ZMI",2.364627
"196","DO1E","D",1,"E",2018-07-22,"ACRU","MRESRI",5.04113
"197","DO1E","D",1,"E",2018-07-22,"ACRU","RENDVI",0.5161719
"198","DO1E","D",1,"E",2018-07-22,"ACRU","VREI1",1.483181
"199","DO1E","D",1,"E",2018-07-22,"ACRU","VREI2",-0.08663885
"200","DO1E","D",1,"E",2018-07-22,"ACRU","VREI3",-0.09528323
"201","DO1E","D",1,"E",2018-07-22,"ACRU","PRI",0.05343779
"202","DO1E","D",1,"E",2018-07-22,"ACRU","PSRI",-0.003478915
"203","DO1E","D",1,"E",2018-07-22,"ACRU","WBI",1.002422
"204","DO1E","D",1,"E",2018-07-22,"ACRU","ARI1",0.001701138
"205","DO1E","D",1,"E",2018-07-22,"ACRU","ARI2",0.1412561
"206","DO1E","D",1,"E",2018-07-22,"ACRU","CRI1",0.05861548
"207","DO1E","D",1,"E",2018-07-22,"ACRU","CRI2",0.06031661
"208","DO1E","D",1,"E",2018-07-22,"ACRU","SIPI",0.8264257
"209","DO1E","D",1,"E",2018-07-22,"ACRU","FRI",-0.6704295
"210","DO1E","D",1,"E",2018-07-22,"ACRU","CNDVI",0.4843236
"211","DO1E","D",1,"E",2018-07-22,"ACRU","Ctr1",1.466248
"212","DO1E","D",1,"E",2018-07-22,"ACRU","Ctr2",0.151789
"213","DO1E","D",1,"E",2018-07-22,"ACRU","G",2.449864
"214","DO1E","D",1,"E",2018-07-22,"ACRU","GM1",4.303023
"215","DO1E","D",1,"E",2018-07-22,"ACRU","GM2",4.166419
"216","DO1E","D",1,"E",2018-07-22,"ACRU","Lic1",0.8305748
"217","DO1E","D",1,"E",2018-07-22,"ACRU","Lic2",0.8840299
"218","DO1E","D",1,"E",2018-07-22,"ACRU","NDVI",0.8305748
"219","DO1E","D",1,"E",2018-07-22,"ACRU","NPCI",-0.02927981
"220","DO1E","D",1,"E",2018-07-22,"ACRU","NPQI",0.04575366
"221","DO1E","D",1,"E",2018-07-22,"ACRU","SRPI",1.060326
"222","DO1E","D",1,"E",2018-07-22,"ACRU","TCARI",34.74366
"223","DO1E","D",1,"E",2018-07-22,"ACRU","TVI",4827.31
"224","DO1E","D",1,"E",2018-07-22,"ACRU","ZMI",2.204835
"225","DO1E","D",1,"E",2018-07-22,"ACRU","MRESRI",5.866502
"226","DO1E","D",1,"E",2018-07-22,"ACRU","RENDVI",0.4843236
"227","DO1E","D",1,"E",2018-07-22,"ACRU","VREI1",1.429899
"228","DO1E","D",1,"E",2018-07-22,"ACRU","VREI2",-0.07513224
"229","DO1E","D",1,"E",2018-07-22,"ACRU","VREI3",-0.08197608
"230","DO1E","D",1,"E",2018-07-22,"ACRU","PRI",0.04785529
"231","DO1E","D",1,"E",2018-07-22,"ACRU","PSRI",-0.001204057
"232","DO1E","D",1,"E",2018-07-22,"ACRU","WBI",0.9979858
"233","DO1E","D",1,"E",2018-07-22,"ACRU","ARI1",0.001705816
"234","DO1E","D",1,"E",2018-07-22,"ACRU","ARI2",0.1362886
"235","DO1E","D",1,"E",2018-07-22,"ACRU","CRI1",0.05598008
"236","DO1E","D",1,"E",2018-07-22,"ACRU","CRI2",0.05768589
"237","DO1E","D",1,"E",2018-07-22,"ACRU","SIPI",0.8318054
"238","DO1E","D",1,"E",2018-07-22,"ACRU","FRI",0.9365466
"239","DO1E","D",1,"E",2018-07-22,"ACRU","CNDVI",0.4800486
"240","DO1E","D",1,"E",2018-07-22,"ACRU","Ctr1",1.730018
"241","DO1E","D",1,"E",2018-07-22,"ACRU","Ctr2",0.1558814
"242","DO1E","D",1,"E",2018-07-22,"ACRU","G",2.717078
"243","DO1E","D",1,"E",2018-07-22,"ACRU","GM1",4.192913
"244","DO1E","D",1,"E",2018-07-22,"ACRU","GM2",4.061163
"245","DO1E","D",1,"E",2018-07-22,"ACRU","Lic1",0.8415844
"246","DO1E","D",1,"E",2018-07-22,"ACRU","Lic2",0.869716
"247","DO1E","D",1,"E",2018-07-22,"ACRU","NDVI",0.8415844
"248","DO1E","D",1,"E",2018-07-22,"ACRU","NPCI",-0.03649584
"249","DO1E","D",1,"E",2018-07-22,"ACRU","NPQI",-0.003271864
"250","DO1E","D",1,"E",2018-07-22,"ACRU","SRPI",1.075756
"251","DO1E","D",1,"E",2018-07-22,"ACRU","TCARI",35.70562
"252","DO1E","D",1,"E",2018-07-22,"ACRU","TVI",4692.845
"253","DO1E","D",1,"E",2018-07-22,"ACRU","ZMI",2.197692
"254","DO1E","D",1,"E",2018-07-22,"ACRU","MRESRI",6.06824
"255","DO1E","D",1,"E",2018-07-22,"ACRU","RENDVI",0.4800486
"256","DO1E","D",1,"E",2018-07-22,"ACRU","VREI1",1.432217
"257","DO1E","D",1,"E",2018-07-22,"ACRU","VREI2",-0.07763547
"258","DO1E","D",1,"E",2018-07-22,"ACRU","VREI3",-0.08462993
"259","DO1E","D",1,"E",2018-07-22,"ACRU","PRI",0.04517362
"260","DO1E","D",1,"E",2018-07-22,"ACRU","PSRI",-0.01102699
"261","DO1E","D",1,"E",2018-07-22,"ACRU","WBI",1.006081
"262","DO1E","D",1,"E",2018-07-22,"POGR","ARI1",0.001867957
"263","DO1E","D",1,"E",2018-07-22,"POGR","ARI2",0.1412146
"264","DO1E","D",1,"E",2018-07-22,"POGR","CRI1",0.1303494
"265","DO1E","D",1,"E",2018-07-22,"POGR","CRI2",0.1322173
"266","DO1E","D",1,"E",2018-07-22,"POGR","SIPI",0.8754017
"267","DO1E","D",1,"E",2018-07-22,"POGR","FRI",-2.321607
"268","DO1E","D",1,"E",2018-07-22,"POGR","CNDVI",0.5137155
"269","DO1E","D",1,"E",2018-07-22,"POGR","Ctr1",2.450134
"270","DO1E","D",1,"E",2018-07-22,"POGR","Ctr2",0.1376538
"271","DO1E","D",1,"E",2018-07-22,"POGR","G",2.845273
"272","DO1E","D",1,"E",2018-07-22,"POGR","GM1",4.660763
"273","DO1E","D",1,"E",2018-07-22,"POGR","GM2",4.523492
"274","DO1E","D",1,"E",2018-07-22,"POGR","Lic1",0.8597137
"275","DO1E","D",1,"E",2018-07-22,"POGR","Lic2",0.6383955
"276","DO1E","D",1,"E",2018-07-22,"POGR","NDVI",0.8597137
"277","DO1E","D",1,"E",2018-07-22,"POGR","NPCI",0.1220219
"278","DO1E","D",1,"E",2018-07-22,"POGR","NPQI",-0.03382445
"279","DO1E","D",1,"E",2018-07-22,"POGR","SRPI",0.7824964
"280","DO1E","D",1,"E",2018-07-22,"POGR","TCARI",31.29566
"281","DO1E","D",1,"E",2018-07-22,"POGR","TVI",4486.634
"282","DO1E","D",1,"E",2018-07-22,"POGR","ZMI",2.344621
"283","DO1E","D",1,"E",2018-07-22,"POGR","MRESRI",3.266005
"284","DO1E","D",1,"E",2018-07-22,"POGR","RENDVI",0.5137155
"285","DO1E","D",1,"E",2018-07-22,"POGR","VREI1",1.45168
"286","DO1E","D",1,"E",2018-07-22,"POGR","VREI2",-0.07228751
"287","DO1E","D",1,"E",2018-07-22,"POGR","VREI3",-0.0794904
"288","DO1E","D",1,"E",2018-07-22,"POGR","PRI",0.01407489
"289","DO1E","D",1,"E",2018-07-22,"POGR","PSRI",0.02452211
"290","DO1E","D",1,"E",2018-07-22,"POGR","WBI",1.049211
"291","DO1E","D",1,"E",2018-07-22,"POGR","ARI1",0.000452666
"292","DO1E","D",1,"E",2018-07-22,"POGR","ARI2",0.03377411
"293","DO1E","D",1,"E",2018-07-22,"POGR","CRI1",0.1495107
"294","DO1E","D",1,"E",2018-07-22,"POGR","CRI2",0.1499634
"295","DO1E","D",1,"E",2018-07-22,"POGR","SIPI",0.9003509
"296","DO1E","D",1,"E",2018-07-22,"POGR","FRI",-2.997674
"297","DO1E","D",1,"E",2018-07-22,"POGR","CNDVI",0.4762171
"298","DO1E","D",1,"E",2018-07-22,"POGR","Ctr1",3.296476
"299","DO1E","D",1,"E",2018-07-22,"POGR","Ctr2",0.1440731
"300","DO1E","D",1,"E",2018-07-22,"POGR","G",3.918828
"301","DO1E","D",1,"E",2018-07-22,"POGR","GM1",4.163491
"302","DO1E","D",1,"E",2018-07-22,"POGR","GM2",4.130534
"303","DO1E","D",1,"E",2018-07-22,"POGR","Lic1",0.8843951
"304","DO1E","D",1,"E",2018-07-22,"POGR","Lic2",0.5178308
"305","DO1E","D",1,"E",2018-07-22,"POGR","NDVI",0.8843951
"306","DO1E","D",1,"E",2018-07-22,"POGR","NPCI",0.1363334
"307","DO1E","D",1,"E",2018-07-22,"POGR","NPQI",-0.01238749
"308","DO1E","D",1,"E",2018-07-22,"POGR","SRPI",0.7600468
"309","DO1E","D",1,"E",2018-07-22,"POGR","TCARI",39.08302
"310","DO1E","D",1,"E",2018-07-22,"POGR","TVI",4618.933
"311","DO1E","D",1,"E",2018-07-22,"POGR","ZMI",2.144148
"312","DO1E","D",1,"E",2018-07-22,"POGR","MRESRI",2.709748
"313","DO1E","D",1,"E",2018-07-22,"POGR","RENDVI",0.4762171
"314","DO1E","D",1,"E",2018-07-22,"POGR","VREI1",1.387793
"315","DO1E","D",1,"E",2018-07-22,"POGR","VREI2",-0.05835399
"316","DO1E","D",1,"E",2018-07-22,"POGR","VREI3",-0.06339606
"317","DO1E","D",1,"E",2018-07-22,"POGR","PRI",0.003231614
"318","DO1E","D",1,"E",2018-07-22,"POGR","PSRI",0.02092653
"319","DO1E","D",1,"E",2018-07-22,"POGR","WBI",1.035073
"320","DO1E","D",1,"E",2018-07-22,"POGR","ARI1",-0.001382479
"321","DO1E","D",1,"E",2018-07-22,"POGR","ARI2",-0.1009528
"322","DO1E","D",1,"E",2018-07-22,"POGR","CRI1",0.1124997
"323","DO1E","D",1,"E",2018-07-22,"POGR","CRI2",0.1111172
"324","DO1E","D",1,"E",2018-07-22,"POGR","SIPI",0.8619713
"325","DO1E","D",1,"E",2018-07-22,"POGR","FRI",-2.567816
"326","DO1E","D",1,"E",2018-07-22,"POGR","CNDVI",0.4714531
"327","DO1E","D",1,"E",2018-07-22,"POGR","Ctr1",2.005921
"328","DO1E","D",1,"E",2018-07-22,"POGR","Ctr2",0.1532755
"329","DO1E","D",1,"E",2018-07-22,"POGR","G",3.387003
"330","DO1E","D",1,"E",2018-07-22,"POGR","GM1",3.906765
"331","DO1E","D",1,"E",2018-07-22,"POGR","GM2",4.005378
"332","DO1E","D",1,"E",2018-07-22,"POGR","Lic1",0.8594744
"333","DO1E","D",1,"E",2018-07-22,"POGR","Lic2",0.747605
"334","DO1E","D",1,"E",2018-07-22,"POGR","NDVI",0.8594744
"335","DO1E","D",1,"E",2018-07-22,"POGR","NPCI",-0.01604102
"336","DO1E","D",1,"E",2018-07-22,"POGR","NPQI",0.03611196
"337","DO1E","D",1,"E",2018-07-22,"POGR","SRPI",1.032605
"338","DO1E","D",1,"E",2018-07-22,"POGR","TCARI",37.93472
"339","DO1E","D",1,"E",2018-07-22,"POGR","TVI",4464.445
"340","DO1E","D",1,"E",2018-07-22,"POGR","ZMI",2.132817
"341","DO1E","D",1,"E",2018-07-22,"POGR","MRESRI",4.132869
"342","DO1E","D",1,"E",2018-07-22,"POGR","RENDVI",0.4714531
"343","DO1E","D",1,"E",2018-07-22,"POGR","VREI1",1.390235
"344","DO1E","D",1,"E",2018-07-22,"POGR","VREI2",-0.06064083
"345","DO1E","D",1,"E",2018-07-22,"POGR","VREI3",-0.06585174
"346","DO1E","D",1,"E",2018-07-22,"POGR","PRI",0.02152577
"347","DO1E","D",1,"E",2018-07-22,"POGR","PSRI",0.01631464
"348","DO1E","D",1,"E",2018-07-22,"POGR","WBI",1.009688
"349","DO1E","D",1,"E",2018-07-22,"POGR","ARI1",-0.001163407
"350","DO1E","D",1,"E",2018-07-22,"POGR","ARI2",-0.08950638
"351","DO1E","D",1,"E",2018-07-22,"POGR","CRI1",0.08864424
"352","DO1E","D",1,"E",2018-07-22,"POGR","CRI2",0.08748084
"353","DO1E","D",1,"E",2018-07-22,"POGR","SIPI",0.8402734
"354","DO1E","D",1,"E",2018-07-22,"POGR","FRI",-2.04035
"355","DO1E","D",1,"E",2018-07-22,"POGR","CNDVI",0.4910515
"356","DO1E","D",1,"E",2018-07-22,"POGR","Ctr1",1.313066
"357","DO1E","D",1,"E",2018-07-22,"POGR","Ctr2",0.1430263
"358","DO1E","D",1,"E",2018-07-22,"POGR","G",3.284885
"359","DO1E","D",1,"E",2018-07-22,"POGR","GM1",4.187028
"360","DO1E","D",1,"E",2018-07-22,"POGR","GM2",4.27394
"361","DO1E","D",1,"E",2018-07-22,"POGR","Lic1",0.8654763
"362","DO1E","D",1,"E",2018-07-22,"POGR","Lic2",1.079817
"363","DO1E","D",1,"E",2018-07-22,"POGR","NDVI",0.8654763
